normalized_title	count	classification	recording_ids	titles	song_ids	group_ids	performer_ids	source_ids
dios nunca muere	4	likely_legitimate_same_title_different_artist	REC001246|REC001247|REC001248|REC001249	Dios Nunca Muere|Dios Nunca Muere|Dios Nunca Muere|Dios Nunca Muere	SONG000951|SONG000951|SONG000951|SONG000951	|||GRP0027	|PER000225|PER000225|	SRC0001|SRC0001|SRC0001|SRC0001
dos arbolitos	4	likely_legitimate_same_title_different_artist	REC001275|REC001276|REC001277|REC001278	Dos Arbolitos|Dos Arbolitos|Dos Arbolitos|Dos Arbolitos	SONG000976|SONG000976|SONG000976|SONG000976	||GRP0184|	PER000225|||PER000177	SRC0001|SRC0001|SRC0001|SRC0001
dime que si	4	likely_legitimate_same_title_different_artist	REC001314|REC001315|REC001316|REC001317	Díme Que Sí|Díme Que Sí|Díme Que Sí|Díme Que Sí	SONG001006|SONG001006|SONG001006|SONG001006	|GRP0126||GRP0099	PER000254||PER000052|	SRC0001|SRC0001|SRC0001|SRC0001
el abandonado	4	likely_legitimate_same_title_different_artist	REC001324|REC001325|REC001326|REC001327	El Abandonado|El Abandonado|El Abandonado|El Abandonado	SONG001013|SONG001013|SONG001013|SONG001013	||GRP0154|GRP0142	PER000107|||	SRC0001|SRC0001|SRC0001|SRC0001
el alazan y el rocio	4	likely_legitimate_same_title_different_artist	REC001350|REC001351|REC001352|REC001353	El Alazán Y El Rocio|El Alazán Y El Rocio|El Alazán Y El Rocio|El Alazán Y El Rocío	SONG001028|SONG001028|SONG001028|SONG001029	||GRP0066|	PER000225|PER000225||PER000160	SRC0001|SRC0001|SRC0001|SRC0001
el caballo bayo	4	likely_legitimate_same_title_different_artist	REC001415|REC001416|REC001417|REC001418	El Caballo Bayo|El Caballo Bayo|El Caballo Bayo|El Caballo Bayo	SONG001079|SONG001079|SONG001079|SONG001079	|||	||PER000149|PER000149	SRC0001|SRC0001|SRC0001|SRC0001
el colas	4	likely_legitimate_same_title_different_artist	REC001487|REC001488|REC001489|REC001490	El Colas|El Colas|El Colas|El Colas	SONG001126|SONG001126|SONG001126|SONG001126	|GRP0033|GRP0033|GRP0033	PER000102|||	SRC0001|SRC0001|SRC0001|SRC0001
el pajaro cu	4	likely_legitimate_same_title_different_artist	REC001750|REC001751|REC001752|REC001753	El Pajaro Cu|El Pajaro Cu|El Pajaro Cu|El Pajaro Cu	SONG001316|SONG001316|SONG001316|SONG001316	GRP0043|GRP0033|GRP0033|GRP0029	|||	SRC0001|SRC0001|SRC0001|SRC0001
el ramalazo	4	likely_legitimate_same_title_different_artist	REC001809|REC001810|REC001811|REC001812	El Ramalazo|El Ramalazo|El Ramalazo|El Ramalazo	SONG001358|SONG001358|SONG001358|SONG001358	|||	PER000149|PER000149|PER000149|PER000052	SRC0001|SRC0001|SRC0001|SRC0001
el sinaloense	4	likely_legitimate_same_title_different_artist	REC001854|REC001855|REC001856|REC001857	El Sinaloense|El Sinaloense|El Sinaloense|El Sinaloense	SONG001388|SONG001388|SONG001388|SONG001388	|GRP0018|GRP0012|	|||PER000160	SRC0001|SRC0001|SRC0001|SRC0001
en tu dia	4	likely_legitimate_same_title_different_artist	REC001991|REC001992|REC001993|REC001994	En Tu Dia|En Tu Dia|En Tu Dia|En Tu Dia	SONG001489|SONG001489|SONG001489|SONG001489	GRP0169|||	|PER000225|PER000225|PER000225	SRC0001|SRC0001|SRC0001|SRC0001
guadalajara	4	likely_legitimate_same_title_different_artist	REC002219|REC002220|REC002221|REC002222	Guadalajara|Guadalajara|Guadalajara|Guadalajara	SONG001660|SONG001660|SONG001660|SONG001660	|||	PER000176|PER000258|PER000129|PER000104	SRC0001|SRC0001|SRC0001|SRC0001
historia de un amor	4	likely_legitimate_same_title_different_artist	REC002285|REC002286|REC002287|REC005559	Historia De Un Amor|Historia De Un Amor|Historia De Un Amor|Historia de Un Amor	SONG001714|SONG001714|SONG001714|SONG001714	|||GRP0001	|PER000225|PER000225|	SRC0001|SRC0001|SRC0001|SRC0002
imposible	4	likely_legitimate_same_title_different_artist	REC002331|REC002332|REC002333|REC002334	Imposible|Imposible|Imposible|Imposible	SONG001743|SONG001743|SONG001743|SONG001743	|||	|PER000127|PER000008|PER000127	SRC0001|SRC0001|SRC0001|SRC0001
la cigarra	4	likely_legitimate_same_title_different_artist	REC002512|REC002513|REC002514|REC002515	La Cigarra|La Cigarra|La Cigarra|La Cigarra	SONG001870|SONG001870|SONG001870|SONG001870	|GRP0184||	PER000149||PER000149|PER000149	SRC0001|SRC0001|SRC0001|SRC0001
la estrella	4	possible_true_duplicate_same_entity	REC002559|REC002560|REC002561|REC002562	La Estrella|La Estrella|La Estrella|La Estrella	SONG001904|SONG001904|SONG001904|SONG001904	|||	PER000050|PER000050|PER000050|PER000050	SRC0001|SRC0001|SRC0001|SRC0001
la guacamaya	4	likely_legitimate_same_title_different_artist	REC002580|REC002581|REC002582|REC002583	La Guacamaya|La Guacamaya|La Guacamaya|La Guacamaya	SONG001918|SONG001918|SONG001918|SONG001918	GRP0030|GRP0033|GRP0030|GRP0033	|||	SRC0001|SRC0001|SRC0001|SRC0001
las olas	4	likely_legitimate_same_title_different_artist	REC002951|REC002952|REC002953|REC002954	Las Olas|Las Olas|Las Olas|Las Olas	SONG002175|SONG002175|SONG002175|SONG002175	GRP0167|||	|PER000127|PER000149|PER000149	SRC0001|SRC0001|SRC0001|SRC0001
lic adolfo lopez mateos	4	possible_true_duplicate_same_entity	REC002990|REC002991|REC002992|REC002993	Lic. Adolfo Lopez Mateos|Lic. Adolfo Lopez Mateos|Lic. Adolfo Lopez Mateos|Lic. Adolfo Lopez Mateos	SONG002204|SONG002204|SONG002204|SONG002204	GRP0085|GRP0085|GRP0085|GRP0085	|||	SRC0001|SRC0001|SRC0001|SRC0001
los camperos	4	possible_true_duplicate_same_entity	REC003076|REC003077|REC003078|REC003079	Los Camperos|Los Camperos|Los Camperos|Los Camperos	SONG002268|SONG002268|SONG002268|SONG002268	|||	PER000149|PER000149|PER000149|PER000149	SRC0001|SRC0001|SRC0001|SRC0001
los dos hermanos	4	likely_legitimate_same_title_different_artist	REC003094|REC003095|REC003096|REC003097	Los Dos Hermanos|Los Dos Hermanos|Los Dos Hermanos|Los Dos Hermanos	SONG002280|SONG002280|SONG002280|SONG002280	|GRP0066||	PER000127||PER000127|PER000107	SRC0001|SRC0001|SRC0001|SRC0001
maria chuchena	4	likely_legitimate_same_title_different_artist	REC003221|REC003222|REC003223|REC003224	Maria Chuchena|Maria Chuchena|Maria Chuchena|Maria Chuchena	SONG002377|SONG002377|SONG002377|SONG002377	|GRP0033||GRP0033	PER000102||PER000110|	SRC0001|SRC0001|SRC0001|SRC0001
mananitas tapatias	4	likely_legitimate_same_title_different_artist	REC003258|REC003259|REC003260|REC003261	Mañanitas Tapatias|Mañanitas Tapatias|Mañanitas Tapatias|Mañanitas Tapatías	SONG002405|SONG002405|SONG002405|SONG002406	GRP0169|||GRP0050	|PER000149|PER000225|	SRC0001|SRC0001|SRC0001|SRC0001
no me platiques	4	likely_legitimate_same_title_different_artist	REC003661|REC003662|REC003663|REC003664	No Me Platiques|No Me Platiques|No Me Platiques|No Me Platiques	SONG002733|SONG002733|SONG002733|SONG002733	|||	PER000275|PER000225|PER000225|PER000225	SRC0001|SRC0001|SRC0001|SRC0001
pensando en ti	4	likely_legitimate_same_title_different_artist	REC004016|REC004017|REC004018|REC004019	Pensando En Ti|Pensando En Ti|Pensando En Ti|Pensando En Ti	SONG003009|SONG003009|SONG003009|SONG003009	||GRP0051|GRP0126	PER000262|PER000262||	SRC0001|SRC0001|SRC0001|SRC0001
por la cruz	4	likely_legitimate_same_title_different_artist	REC004118|REC004119|REC004120|REC004121	Por La Cruz|Por La Cruz|Por La Cruz|Por La Cruz	SONG003095|SONG003095|SONG003095|SONG003095	|||	PER000055|PER000172|PER000250|PER000173	SRC0001|SRC0001|SRC0001|SRC0001
por ultima vez	4	likely_legitimate_same_title_different_artist	REC004161|REC004162|REC004163|REC004164	Por Ultima Vez|Por Ultima Vez|Por Ultima Vez|Por Ultima Vez	SONG003127|SONG003127|SONG003127|SONG003127	||GRP0190|GRP0055	|PER000225||	SRC0001|SRC0001|SRC0001|SRC0001
que bonita es mi tierra	4	likely_legitimate_same_title_different_artist	REC004270|REC004271|REC004272|REC004273	Que Bonita Es Mi Tierra|Que Bonita Es Mi Tierra|Que Bonita Es Mi Tierra|Que Bonita Es Mi Tierra	SONG003200|SONG003200|SONG003200|SONG003200	|||	PER000127|PER000149|PER000149|PER000127	SRC0001|SRC0001|SRC0001|SRC0001
que le debo a la vida	4	likely_legitimate_same_title_different_artist	REC004306|REC004307|REC004308|REC004309	Que Le Debo A La Vida|Que Le Debo A La Vida|Que Le Debo A La Vida|Que Le Debo A La Vida	SONG003228|SONG003228|SONG003228|SONG003228	||GRP0075|	PER000052|PER000052||PER000052	SRC0001|SRC0001|SRC0001|SRC0001
que me toquen las golondrinas	4	possible_true_duplicate_same_entity	REC004324|REC004325|REC004326|REC004327	Que Me Toquen Las Golondrinas|Que Me Toquen Las Golondrinas|Que Me Toquen Las Golondrinas|Que Me Toquen Las Golondrinas	SONG003241|SONG003241|SONG003241|SONG003241	|||	PER000225|PER000225|PER000225|PER000225	SRC0001|SRC0001|SRC0001|SRC0001
quiereme	4	likely_legitimate_same_title_different_artist	REC004417|REC004418|REC004419|REC004420	Quiereme|Quiereme|Quiereme|Quiereme	SONG003307|SONG003307|SONG003307|SONG003307	|||GRP0183	PER000249|PER000213|PER000164|	SRC0001|SRC0001|SRC0001|SRC0001
recuerdo	4	likely_legitimate_same_title_different_artist	REC004468|REC004469|REC004470|REC004471	Recuerdo|Recuerdo|Recuerdo|Recuerdo	SONG003347|SONG003347|SONG003347|SONG003347	|||	PER000148|PER000225|PER000225|PER000225	SRC0001|SRC0001|SRC0001|SRC0001
renunciacion	4	likely_legitimate_same_title_different_artist	REC004489|REC004490|REC004491|REC004492	Renunciacion|Renunciacion|Renunciacion|Renunciacion	SONG003364|SONG003364|SONG003364|SONG003364	GRP0017|||	|PER000149|PER000149|PER000149	SRC0001|SRC0001|SRC0001|SRC0001
rosa	4	likely_legitimate_same_title_different_artist	REC004525|REC004526|REC004527|REC004528	Rosa|Rosa|Rosa|Rosa	SONG003392|SONG003392|SONG003392|SONG003392	|||	PER000262|PER000009|PER000262|PER000009	SRC0001|SRC0001|SRC0001|SRC0001
se me hizo facil	4	likely_legitimate_same_title_different_artist	REC004610|REC004611|REC004612|REC004613	Se Me Hizo Facil|Se Me Hizo Facil|Se Me Hizo Facil|Se Me Hizo Facil	SONG003459|SONG003459|SONG003459|SONG003459	|GRP0201||	PER000149||PER000149|PER000149	SRC0001|SRC0001|SRC0001|SRC0001
siete leguas	4	likely_legitimate_same_title_different_artist	REC004705|REC004706|REC004707|REC004708	Siete Leguas|Siete Leguas|Siete Leguas|Siete Leguas	SONG003533|SONG003533|SONG003533|SONG003533	|||	PER000225|PER000225|PER000225|PER000160	SRC0001|SRC0001|SRC0001|SRC0001
sin tu amor	4	likely_legitimate_same_title_different_artist	REC004742|REC004743|REC004744|REC004745	Sin Tu Amor|Sin Tu Amor|Sin Tu Amor|Sin Tu Amor	SONG003564|SONG003564|SONG003564|SONG003564	|||	PER000262|PER000262|PER000107|PER000151	SRC0001|SRC0001|SRC0001|SRC0001
solamente una vez	4	likely_legitimate_same_title_different_artist	REC004757|REC004758|REC004759|REC004760	Solamente Una Vez|Solamente Una Vez|Solamente Una Vez|Solamente Una Vez	SONG003574|SONG003574|SONG003574|SONG003574	|GRP0183|GRP0176|	PER000176|||PER000176	SRC0001|SRC0001|SRC0001|SRC0001
te quiero	4	likely_legitimate_same_title_different_artist	REC004869|REC004908|REC004909|REC004910	Te Quiero|Te Quiero|Te Quiero|Te Quiero	SONG003661|SONG003661|SONG003661|SONG003661	|||GRP0120	PER000017|PER000061|PER000041|	SRC0001|SRC0001|SRC0001|SRC0001
tu enamorado	4	possible_true_duplicate_same_entity	REC005090|REC005091|REC005092|REC005093	Tu Enamorado|Tu Enamorado|Tu Enamorado|Tu Enamorado	SONG003830|SONG003830|SONG003830|SONG003830	|||	PER000225|PER000225|PER000225|PER000225	SRC0001|SRC0001|SRC0001|SRC0001
valentin de la sierra	4	likely_legitimate_same_title_different_artist	REC005240|REC005241|REC005242|REC005243	Valentin De La Sierra|Valentin De La Sierra|Valentin De La Sierra|Valentin De La Sierra	SONG003954|SONG003954|SONG003954|SONG003954	|||	PER000107|PER000130|PER000107|PER000160	SRC0001|SRC0001|SRC0001|SRC0001
viva mi desgracia	4	likely_legitimate_same_title_different_artist	REC005325|REC005326|REC005327|REC005328	Viva Mi Desgracia|Viva Mi Desgracia|Viva Mi Desgracia|Viva Mi Desgracia	SONG004022|SONG004022|SONG004022|SONG004022	|GRP0147||	PER000225|||PER000225	SRC0001|SRC0001|SRC0001|SRC0001
vamonos	4	likely_legitimate_same_title_different_artist	REC005363|REC005364|REC005365|REC005366	Vámonos|Vámonos|Vámonos|Vámonos	SONG004052|SONG004052|SONG004052|SONG004052	|||	PER000117|PER000149|PER000052|PER000149	SRC0001|SRC0001|SRC0001|SRC0001
a todo dar	3	likely_legitimate_same_title_different_artist	REC000052|REC000053|REC000054	A Todo Dar|A Todo Dar|A Todo Dar	SONG000035|SONG000035|SONG000035	||	PER000225|PER000174|PER000174	SRC0001|SRC0001|SRC0001
aburrido me voy	3	possible_true_duplicate_same_entity	REC000063|REC000064|REC000065	Aburrido Me Voy|Aburrido Me Voy|Aburrido Me Voy	SONG000043|SONG000043|SONG000043	||	PER000149|PER000149|PER000149	SRC0001|SRC0001|SRC0001
adios mis chorreadas	3	possible_true_duplicate_same_entity	REC000095|REC000096|REC000097	Adios Mis Chorreadas|Adios Mis Chorreadas|Adios Mis Chorreadas	SONG000065|SONG000065|SONG000065	||	PER000225|PER000225|PER000225	SRC0001|SRC0001|SRC0001
alla en el rancho grande	3	likely_legitimate_same_title_different_artist	REC000169|REC000170|REC000173	Alla En El Rancho Grande|Alla En El Rancho Grande|Allá En El Rancho Grande	SONG000128|SONG000128|SONG000131	||	PER000225|PER000104|PER000225	SRC0001|SRC0001|SRC0001
alma angelina	3	likely_legitimate_same_title_different_artist	REC000175|REC000176|REC000177	Alma Angelina|Alma Angelina|Alma Angelina	SONG000133|SONG000133|SONG000133	||	|PER000107|PER000107	SRC0001|SRC0001|SRC0001
alma de cristal	3	likely_legitimate_same_title_different_artist	REC000179|REC000180|REC000181	Alma De Cristal|Alma De Cristal|Alma De Cristal	SONG000135|SONG000135|SONG000135	|GRP0094|	PER000127||PER000210	SRC0001|SRC0001|SRC0001
amargura	3	likely_legitimate_same_title_different_artist	REC000212|REC000213|REC000214	Amargura|Amargura|Amargura	SONG000161|SONG000161|SONG000161	||	PER000132|PER000107|PER000094	SRC0001|SRC0001|SRC0001
amor de madre	3	likely_legitimate_same_title_different_artist	REC000244|REC000245|REC000246	Amor De Madre|Amor De Madre|Amor De Madre	SONG000188|SONG000188|SONG000188	GRP0146|GRP0116|GRP0081	||	SRC0001|SRC0001|SRC0001
amor perdido	3	likely_legitimate_same_title_different_artist	REC000268|REC000269|REC000270	Amor Perdido|Amor Perdido|Amor Perdido	SONG000205|SONG000205|SONG000205	|GRP0142|	PER000176||PER000107	SRC0001|SRC0001|SRC0001
amor sincero	3	likely_legitimate_same_title_different_artist	REC000277|REC000278|REC000279	Amor Sincero|Amor Sincero|Amor Sincero	SONG000211|SONG000211|SONG000211	||	PER000211|PER000107|PER000107	SRC0001|SRC0001|SRC0001
amor y olvido	3	likely_legitimate_same_title_different_artist	REC000283|REC000284|REC000285	Amor Y Olvido|Amor Y Olvido|Amor Y Olvido	SONG000215|SONG000215|SONG000215	||	PER000262|PER000262|PER000107	SRC0001|SRC0001|SRC0001
ando muy borracho	3	possible_true_duplicate_same_entity	REC000316|REC000317|REC000318	Ando Muy Borracho|Ando Muy Borracho|Ando Muy Borracho	SONG000235|SONG000235|SONG000235	||	PER000225|PER000225|PER000225	SRC0001|SRC0001|SRC0001
angelitos negros	3	likely_legitimate_same_title_different_artist	REC000321|REC000322|REC000323	Angelitos Negros|Angelitos Negros|Angelitos Negros	SONG000238|SONG000238|SONG000238	|GRP0183|	PER000176||PER000127	SRC0001|SRC0001|SRC0001
anillo de compromiso	3	likely_legitimate_same_title_different_artist	REC000327|REC000328|REC000329	Anillo De Compromiso|Anillo De Compromiso|Anillo De Compromiso	SONG000242|SONG000242|SONG000242	||	PER000117|PER000117|PER000052	SRC0001|SRC0001|SRC0001
ansiandote	3	possible_true_duplicate_same_entity	REC000339|REC000340|REC000341	Ansiandote|Ansiandote|Ansiandote	SONG000252|SONG000252|SONG000252	||	PER000127|PER000127|PER000127	SRC0001|SRC0001|SRC0001
asi	3	likely_legitimate_same_title_different_artist	REC000392|REC000393|REC000394	Asi|Asi|Asi	SONG000299|SONG000299|SONG000299	||	PER000158||PER000031	SRC0001|SRC0001|SRC0001
bala perdida	3	possible_true_duplicate_same_entity	REC000478|REC000479|REC000480	Bala Perdida|Bala Perdida|Bala Perdida	SONG000365|SONG000365|SONG000365	||	PER000149|PER000149|PER000149	SRC0001|SRC0001|SRC0001
campanero campanero	3	same_entity_different_song_links	REC000607|REC000608|REC000609	Campanero Campanero|Campanero, Campanero|Campanero, Campanero	SONG000471|SONG000472|SONG000472	||	PER000149|PER000149|PER000149	SRC0001|SRC0001|SRC0001
cantar llorando	3	possible_true_duplicate_same_entity	REC000643|REC000644|REC000645	Cantar Llorando|Cantar Llorando|Cantar Llorando	SONG000491|SONG000491|SONG000491	||	PER000149|PER000149|PER000149	SRC0001|SRC0001|SRC0001
carino bonito	3	possible_true_duplicate_same_entity	REC000666|REC000667|REC000668	Cariño Bonito|Cariño Bonito|Cariño Bonito	SONG000509|SONG000509|SONG000509	||	PER000149|PER000149|PER000149	SRC0001|SRC0001|SRC0001
carta fatal	3	likely_legitimate_same_title_different_artist	REC000695|REC000696|REC000697	Carta Fatal|Carta Fatal|Carta Fatal	SONG000526|SONG000526|SONG000526	GRP0190||GRP0142	||	SRC0001|SRC0001|SRC0001
cielo rojo	3	likely_legitimate_same_title_different_artist	REC000767|REC000768|REC000769	Cielo Rojo|Cielo Rojo|Cielo Rojo	SONG000581|SONG000581|SONG000581	||	PER000052|PER000095|PER000107	SRC0001|SRC0001|SRC0001
club verde	3	likely_legitimate_same_title_different_artist	REC000786|REC000787|REC000788	Club Verde|Club Verde|Club Verde	SONG000592|SONG000592|SONG000592	||	|PER000225|PER000225	SRC0001|SRC0001|SRC0001
comprendeme	3	likely_legitimate_same_title_different_artist	REC000820|REC000821|REC000822	Comprendeme|Comprendeme|Comprendeme	SONG000623|SONG000623|SONG000623	||	PER000181|PER000250|	SRC0001|SRC0001|SRC0001
conmigo se comparan	3	likely_legitimate_same_title_different_artist	REC000858|REC000859|REC000860	Conmigo Se Comparan|Conmigo Se Comparan|Conmigo Se Comparan	SONG000654|SONG000654|SONG000654	GRP0081||	|PER000174|PER000174	SRC0001|SRC0001|SRC0001
conozco a los dos	3	likely_legitimate_same_title_different_artist	REC000862|REC000863|REC000864	Conozco A Los Dos|Conozco A Los Dos|Conozco A Los Dos	SONG000656|SONG000656|SONG000656	||	PER000094|PER000206|PER000107	SRC0001|SRC0001|SRC0001
corazon	3	likely_legitimate_same_title_different_artist	REC000893|REC000894|REC000895	Corazon|Corazon|Corazon	SONG000682|SONG000682|SONG000682	||	PER000149|PER000225|PER000149	SRC0001|SRC0001|SRC0001
corazon corazoncito	3	likely_legitimate_same_title_different_artist	REC000897|REC000898|REC000910	Corazon Corazoncito|Corazon Corazoncito|Corazon, Corazoncito	SONG000684|SONG000684|SONG000696	||GRP0068	PER000117|PER000117|	SRC0001|SRC0001|SRC0001
corrido del norte	3	likely_legitimate_same_title_different_artist	REC000972|REC000973|REC000974	Corrido Del Norte|Corrido Del Norte|Corrido Del Norte	SONG000747|SONG000747|SONG000747	GRP0057||	|PER000107|PER000107	SRC0001|SRC0001|SRC0001
crei	3	likely_legitimate_same_title_different_artist	REC000986|REC000990|REC000991	Crei|Creí|Creí	SONG000758|SONG000761|SONG000761	||	PER000127|PER000248|PER000127	SRC0001|SRC0001|SRC0001
cruz de olvido	3	likely_legitimate_same_title_different_artist	REC000994|REC000995|REC000996	Cruz De Olvido|Cruz De Olvido|Cruz De Olvido	SONG000764|SONG000764|SONG000764	||	PER000052|PER000107|PER000107	SRC0001|SRC0001|SRC0001
cuando vivas conmigo	3	likely_legitimate_same_title_different_artist	REC001055|REC001056|REC001057	Cuando Vivas Conmigo|Cuando Vivas Conmigo|Cuando Vivas Conmigo	SONG000806|SONG000806|SONG000806	|GRP0032|	PER000149||PER000149	SRC0001|SRC0001|SRC0001
cuatro caminos	3	possible_true_duplicate_same_entity	REC001064|REC001065|REC001066	Cuatro Caminos|Cuatro Caminos|Cuatro Caminos	SONG000812|SONG000812|SONG000812	||	PER000225|PER000225|PER000225	SRC0001|SRC0001|SRC0001
cuatro copas	3	possible_true_duplicate_same_entity	REC001067|REC001068|REC001069	Cuatro Copas|Cuatro Copas|Cuatro Copas	SONG000813|SONG000813|SONG000813	||	PER000149|PER000149|PER000149	SRC0001|SRC0001|SRC0001
cuquita	3	likely_legitimate_same_title_different_artist	REC001097|REC001098|REC001099	Cuquita|Cuquita|Cuquita	SONG000832|SONG000832|SONG000832	GRP0154||	|PER000149|PER000149	SRC0001|SRC0001|SRC0001
de dia y de noche	3	likely_legitimate_same_title_different_artist	REC001121|REC001122|REC001123	De Dia Y De Noche|De Dia Y De Noche|De Dia Y De Noche	SONG000852|SONG000852|SONG000852	|GRP0081|GRP0081	PER000091||	SRC0001|SRC0001|SRC0001
